ProductID;L=3;V_3;E_3;L=4;V_4;E_4;
58;L=3;508;749;L=4;749;1109;
59;L=3;516;759;L=4;759;1119;
60;L=3;540;789;L=4;789;1149;
61;L=3;417;621;L=4;621;925;
62;L=3;520;764;L=4;764;1124;
63;L=3;428;659;L=4;659;1018;
64;L=3;511;776;L=4;776;1191;
65;L=3;507;771;L=4;771;1186;
66;L=3;496;733;L=4;733;1093;
67;L=3;504;743;L=4;743;1103;
68;L=3;508;749;L=4;749;1109;
69;L=3;413;617;L=4;617;921;
70;L=3;417;621;L=4;621;925;
71;L=3;417;621;L=4;621;925;
72;L=3;515;781;L=4;781;1196;
73;L=3;512;753;L=4;753;1113;
74;L=3;511;776;L=4;776;1191;
75;L=3;508;748;L=4;748;1108;
76;L=3;512;754;L=4;754;1114;
77;L=3;496;734;L=4;734;1094;
78;L=3;515;781;L=4;781;1196;
79;L=3;548;799;L=4;799;1159;
80;L=3;548;799;L=4;799;1159;
81;L=3;556;808;L=4;808;1168;
82;L=3;504;743;L=4;743;1103;
83;L=3;413;617;L=4;617;921;
84;L=3;500;738;L=4;738;1098;
85;L=3;519;786;L=4;786;1201;
86;L=3;508;748;L=4;748;1108;
87;L=3;512;754;L=4;754;1114;
88;L=3;520;763;L=4;763;1123;
89;L=3;555;831;L=4;831;1246;
90;L=3;520;763;L=4;763;1123;
91;L=3;544;793;L=4;793;1153;
92;L=3;508;749;L=4;749;1109;
93;L=3;544;793;L=4;793;1153;
94;L=3;544;794;L=4;794;1154;
95;L=3;508;748;L=4;748;1108;
96;L=3;417;621;L=4;621;925;
97;L=3;417;621;L=4;621;925;
98;L=3;417;621;L=4;621;925;
99;L=3;508;748;L=4;748;1108;
100;L=3;504;744;L=4;744;1104;
101;L=3;413;617;L=4;617;921;
102;L=3;515;781;L=4;781;1196;
103;L=3;417;621;L=4;621;925;
104;L=3;519;786;L=4;786;1201;
105;L=3;417;621;L=4;621;925;
106;L=3;428;659;L=4;659;1018;
107;L=3;417;621;L=4;621;925;
108;L=3;413;617;L=4;617;921;
109;L=3;417;621;L=4;621;925;
110;L=3;504;744;L=4;744;1104;
111;L=3;504;743;L=4;743;1103;
112;L=3;413;617;L=4;617;921;
113;L=3;504;744;L=4;744;1104;
114;L=3;413;617;L=4;617;921;
115;L=3;536;784;L=4;784;1144;
116;L=3;504;744;L=4;744;1104;
117;L=3;519;786;L=4;786;1201;
118;L=3;500;738;L=4;738;1098;
119;L=3;540;789;L=4;789;1149;
120;L=3;540;789;L=4;789;1149;
121;L=3;413;617;L=4;617;921;
122;L=3;417;621;L=4;621;925;
123;L=3;555;831;L=4;831;1246;
124;L=3;507;771;L=4;771;1186;
125;L=3;413;617;L=4;617;921;
126;L=3;508;749;L=4;749;1109;
127;L=3;417;621;L=4;621;925;
128;L=3;559;836;L=4;836;1251;
129;L=3;508;748;L=4;748;1108;
130;L=3;523;791;L=4;791;1206;
131;L=3;500;738;L=4;738;1098;
132;L=3;515;781;L=4;781;1196;
133;L=3;413;617;L=4;617;921;
134;L=3;428;659;L=4;659;1018;
135;L=3;512;754;L=4;754;1114;
136;L=3;417;621;L=4;621;925;
137;L=3;535;806;L=4;806;1221;
138;L=3;428;659;L=4;659;1018;
139;L=3;543;816;L=4;816;1231;
140;L=3;496;733;L=4;733;1093;
141;L=3;504;743;L=4;743;1103;
142;L=3;544;794;L=4;794;1154;
143;L=3;504;743;L=4;743;1103;
144;L=3;515;781;L=4;781;1196;
145;L=3;552;803;L=4;803;1163;
146;L=3;536;783;L=4;783;1143;
147;L=3;417;621;L=4;621;925;
148;L=3;511;776;L=4;776;1191;
149;L=3;520;763;L=4;763;1123;
150;L=3;523;791;L=4;791;1206;
151;L=3;428;659;L=4;659;1018;
152;L=3;413;617;L=4;617;921;
153;L=3;413;617;L=4;617;921;
154;L=3;428;659;L=4;659;1018;
155;L=3;548;798;L=4;798;1158;
156;L=3;523;791;L=4;791;1206;
157;L=3;417;621;L=4;621;925;
158;L=3;428;659;L=4;659;1018;
159;L=3;540;789;L=4;789;1149;
160;L=3;428;659;L=4;659;1018;
161;L=3;523;791;L=4;791;1206;
162;L=3;548;798;L=4;798;1158;
163;L=3;417;621;L=4;621;925;
164;L=3;531;801;L=4;801;1216;
165;L=3;519;786;L=4;786;1201;
166;L=3;532;779;L=4;779;1139;
167;L=3;527;796;L=4;796;1211;
168;L=3;496;734;L=4;734;1094;
169;L=3;428;659;L=4;659;1018;
